LOT_ID,WAFER_ID,PART_ID,X_COORD,Y_COORD,HARD_BIN,SOFT_BIN,PASS,VCC_TEST,VCC_TEST_PASS,ICC_TEST,ICC_TEST_PASS,FREQ_TEST,FREQ_TEST_PASS
LOT12345,WAFER001,DIE_044,-2,-5,3,10,0,1.0349,1,-0.0775,0,100.1371,1
LOT12345,WAFER001,DIE_045,0,-3,1,1,1,1.0181,1,0.2737,1,98.161201,1
LOT12345,WAFER001,DIE_046,6,-5,1,1,1,1.0965,1,0.2108,1,99.355904,1
LOT12345,WAFER001,DIE_047,2,-7,1,1,1,1.0744,1,0.1885,1,100.454903,1
LOT12345,WAFER001,DIE_048,2,4,1,1,1,1.0892,1,0.1696,1,100.369301,1
LOT12345,WAFER001,DIE_049,-3,-1,1,1,1,1.0578,1,0.2891,1,97.5261,1
LOT12345,WAFER001,DIE_050,-2,2,1,1,1,1.0104,1,0.2761,1,100.594002,1
LOT12345,WAFER001,DIE_051,-1,4,1,1,1,1.0575,1,0.2673,1,98.639999,1
LOT12345,WAFER001,DIE_052,-7,3,1,1,1,1.057,1,0.2647,1,98.571297,1
LOT12345,WAFER001,DIE_053,2,-4,1,1,1,1.106,1,0.2737,1,97.617401,1
LOT12345,WAFER001,DIE_054,6,-6,1,1,1,1.0697,1,0.2013,1,101.574203,1
LOT12345,WAFER001,DIE_055,-7,2,1,1,1,1.0848,1,0.209,1,101.926804,1
LOT12345,WAFER001,DIE_056,-7,5,1,1,1,1.0624,1,0.2911,1,103.793602,1
LOT12345,WAFER001,DIE_057,-5,1,1,1,1,1.0426,1,0.2123,1,98.221001,1
LOT12345,WAFER001,DIE_058,-2,-3,4,10,0,1.0255,1,0.2461,1,94.317703,0
LOT12345,WAFER001,DIE_059,-3,-6,2,10,0,1.1583,0,0.2914,1,100.026001,1
LOT12345,WAFER001,DIE_060,2,3,4,10,0,1.0936,1,0.2368,1,105.4403,0
LOT12345,WAFER001,DIE_061,1,-6,1,1,1,1.0688,1,0.2071,1,97.8582,1
LOT12345,WAFER001,DIE_062,1,-3,3,10,0,1.0645,1,-0.0112,0,101.428001,1
LOT12345,WAFER001,DIE_063,-2,-4,2,10,0,1.1642,0,0.2464,1,98.306396,1
LOT12345,WAFER001,DIE_064,-7,6,1,1,1,1.0046,1,0.2277,1,101.712799,1
LOT12345,WAFER001,DIE_065,7,-6,1,1,1,1.0564,1,0.1877,1,100.346397,1
LOT12345,WAFER001,DIE_066,-3,-3,1,1,1,1.0616,1,0.2058,1,100.307503,1
LOT12345,WAFER001,DIE_067,0,-7,1,1,1,1.0517,1,0.1929,1,100.715599,1
LOT12345,WAFER001,DIE_068,-7,-7,1,1,1,1.0668,1,0.3042,1,102.107597,1
LOT12345,WAFER001,DIE_069,0,3,1,1,1,1.0087,1,0.2031,1,101.030098,1
LOT12345,WAFER001,DIE_070,-2,7,4,10,0,1.0654,1,0.2758,1,107.705498,0
LOT12345,WAFER001,DIE_071,5,-5,1,1,1,1.0671,1,0.3068,1,101.907997,1
LOT12345,WAFER001,DIE_072,-5,0,1,1,1,1.0695,1,0.2342,1,101.517899,1
LOT12345,WAFER001,DIE_073,5,5,1,1,1,1.0268,1,0.2382,1,99.029297,1
LOT12345,WAFER001,DIE_074,2,0,1,1,1,1.0525,1,0.3657,1,96.265503,1
LOT12345,WAFER001,DIE_075,-5,-3,1,1,1,1.0706,1,0.1694,1,99.056099,1
LOT12345,WAFER001,DIE_076,0,-6,2,10,0,0.9173,0,0.2532,1,97.844498,1
LOT12345,WAFER001,DIE_077,3,5,1,1,1,1.0285,1,0.284,1,98.539299,1
LOT12345,WAFER001,DIE_078,7,-4,1,1,1,1.0565,1,0.2523,1,98.6968,1
LOT12345,WAFER001,DIE_079,7,3,1,1,1,1.1143,1,0.2817,1,95.949699,1
LOT12345,WAFER001,DIE_080,-5,-5,1,1,1,1.0556,1,0.2169,1,101.704903,1
LOT12345,WAFER001,DIE_081,7,-3,1,1,1,1.0262,1,0.2443,1,101.010002,1
LOT12345,WAFER001,DIE_082,4,2,1,1,1,1.076,1,0.19,1,99.331001,1
LOT12345,WAFER001,DIE_083,5,-6,1,1,1,1.0358,1,0.2173,1,103.530899,1
LOT12345,WAFER001,DIE_084,-4,-4,1,1,1,1.0621,1,0.187,1,101.835701,1
LOT12345,WAFER001,DIE_085,3,7,1,1,1,1.1137,1,0.3016,1,96.961304,1
LOT12345,WAFER001,DIE_086,1,4,1,1,1,1.0355,1,0.3133,1,98.584702,1
LOT12345,WAFER001,DIE_087,-2,-6,1,1,1,1.0633,1,0.2887,1,98.146103,1
LOT12345,WAFER001,DIE_088,6,1,1,1,1,1.0482,1,0.0879,1,97.951202,1
LOT12345,WAFER001,DIE_089,5,-2,1,1,1,1.0424,1,0.1876,1,103.264801,1
LOT12345,WAFER001,DIE_090,3,-2,4,10,0,1.0071,1,0.228,1,105.261497,0
LOT12345,WAFER001,DIE_091,1,3,1,1,1,1.0932,1,0.1782,1,102.326302,1
LOT12345,WAFER001,DIE_092,-6,-3,1,1,1,1.0503,1,0.2009,1,100.924202,1
LOT12345,WAFER001,DIE_093,1,6,2,10,0,1.156,0,0.22,1,100.139603,1
LOT12345,WAFER001,DIE_094,6,-1,1,1,1,1.0384,1,0.2557,1,101.324303,1
LOT12345,WAFER001,DIE_095,7,7,1,1,1,1.0976,1,0.1881,1,104.266098,1
LOT12345,WAFER001,DIE_096,4,-1,1,1,1,0.9914,1,0.2424,1,101.176598,1
LOT12345,WAFER001,DIE_097,-3,-2,1,1,1,1.0584,1,0.2189,1,99.583801,1
LOT12345,WAFER001,DIE_098,0,-2,1,1,1,1.0352,1,0.2205,1,101.699203,1
LOT12345,WAFER001,DIE_099,7,6,1,1,1,1.0607,1,0.2154,1,101.799202,1
LOT12345,WAFER001,DIE_100,-4,-6,1,1,1,1.0592,1,0.2906,1,101.2593,1
LOT12345,WAFER001,DIE_101,-4,-1,1,1,1,1.0251,1,0.222,1,101.494598,1
LOT12345,WAFER001,DIE_102,-1,6,1,1,1,1.0683,1,0.249,1,100.234703,1
LOT12345,WAFER001,DIE_103,-4,2,1,1,1,1.0883,1,0.2204,1,101.0942,1
LOT12345,WAFER001,DIE_104,3,-1,1,1,1,1.0439,1,0.2391,1,102.197601,1
LOT12345,WAFER001,DIE_105,5,-1,2,10,0,0.9252,0,0.2907,1,102.611,1
LOT12345,WAFER001,DIE_106,0,-1,1,1,1,1.0506,1,0.2841,1,99.379501,1
LOT12345,WAFER001,DIE_107,1,1,1,1,1,1.0597,1,0.2435,1,100.194,1
LOT12345,WAFER001,DIE_108,7,-7,1,1,1,1.0679,1,0.2091,1,104.184799,1
LOT12345,WAFER001,DIE_109,-1,-2,1,1,1,1.0198,1,0.1893,1,102.3162,1
LOT12345,WAFER001,DIE_110,4,-3,1,1,1,1.0737,1,0.2812,1,101.256699,1
LOT12345,WAFER001,DIE_111,3,2,1,1,1,1.0496,1,0.2051,1,100.151604,1
LOT12345,WAFER001,DIE_112,-5,-4,1,1,1,1.0297,1,0.2988,1,99.705902,1
LOT12345,WAFER001,DIE_113,6,-2,1,1,1,1.0252,1,0.2339,1,100.825897,1
LOT12345,WAFER001,DIE_114,1,5,1,1,1,1.0331,1,0.2089,1,100.487396,1
LOT12345,WAFER001,DIE_115,-2,0,1,1,1,1.0573,1,0.2247,1,99.057899,1
LOT12345,WAFER001,DIE_116,0,1,1,1,1,1.057,1,0.1776,1,97.185097,1
LOT12345,WAFER001,DIE_117,6,-3,2,10,0,1.1716,0,0.2393,1,100.621803,1
LOT12345,WAFER001,DIE_118,-3,-4,1,1,1,1.0943,1,0.2929,1,99.680099,1
LOT12345,WAFER001,DIE_119,1,7,1,1,1,1.0494,1,0.1999,1,99.962997,1
LOT12345,WAFER001,DIE_120,1,-1,1,1,1,1.0413,1,0.2661,1,98.345497,1
LOT12345,WAFER001,DIE_121,7,-1,1,1,1,1.0656,1,0.3266,1,99.782501,1
LOT12345,WAFER001,DIE_122,4,4,1,1,1,1.0621,1,0.2845,1,99.197601,1
LOT12345,WAFER001,DIE_123,0,0,2,10,0,1.1567,0,0.2506,1,100.195396,1
LOT12345,WAFER001,DIE_124,-3,5,1,1,1,1.0268,1,0.2512,1,100.996002,1
LOT12345,WAFER001,DIE_125,1,-7,1,1,1,1.0935,1,0.298,1,104.306396,1
LOT12345,WAFER001,DIE_126,5,4,1,1,1,1.027,1,0.2936,1,100.366699,1
LOT12345,WAFER001,DIE_127,-6,5,1,1,1,1.1157,1,0.2096,1,98.320602,1
LOT12345,WAFER001,DIE_128,-6,-6,3,10,0,1.032,1,0.6062,0,98.948502,1
LOT12345,WAFER001,DIE_129,2,2,1,1,1,1.0272,1,0.2575,1,100.683502,1
LOT12345,WAFER001,DIE_130,-1,5,2,10,0,1.2063,0,0.2975,1,98.846199,1
LOT12345,WAFER001,DIE_131,-2,-2,2,10,0,1.177,0,0.2746,1,97.359497,1
LOT12345,WAFER001,DIE_132,6,6,1,1,1,1.1049,1,0.309,1,99.0616,1
LOT12345,WAFER001,DIE_133,3,0,1,1,1,0.9986,1,0.3177,1,99.770897,1
LOT12345,WAFER001,DIE_134,-7,7,1,1,1,1.0871,1,0.1703,1,98.801201,1
LOT12345,WAFER001,DIE_135,-2,1,4,10,0,1.0502,1,0.2523,1,105.900101,0
LOT12345,WAFER001,DIE_136,5,6,1,1,1,1.0687,1,0.1966,1,99.715202,1
LOT12345,WAFER001,DIE_137,-3,2,1,1,1,1.0536,1,0.2757,1,101.423203,1
LOT12345,WAFER001,DIE_138,3,-5,1,1,1,1.0163,1,0.1733,1,102.555397,1
LOT12345,WAFER001,DIE_139,0,6,1,1,1,1.06,1,0.2126,1,103.102303,1
LOT12345,WAFER001,DIE_140,2,6,3,10,0,1.0535,1,-0.059,0,100.135002,1
LOT12345,WAFER001,DIE_141,7,2,1,1,1,1.1118,1,0.3378,1,99.502098,1
LOT12345,WAFER001,DIE_142,2,-6,1,1,1,1.0791,1,0.2823,1,102.737297,1
LOT12345,WAFER001,DIE_143,-5,6,1,1,1,1.0211,1,0.2843,1,102.116798,1
LOT12345,WAFER001,DIE_144,-6,-4,1,1,1,0.9972,1,0.1908,1,95.921501,1
LOT12345,WAFER001,DIE_145,-3,1,1,1,1,1.0419,1,0.2859,1,103.0047,1
LOT12345,WAFER001,DIE_146,-4,1,1,1,1,1.0522,1,0.3314,1,97.239799,1
LOT12345,WAFER001,DIE_147,-1,-7,1,1,1,0.9989,1,0.2472,1,100.768097,1
LOT12345,WAFER001,DIE_148,-1,-3,1,1,1,1.049,1,0.1466,1,99.8218,1
LOT12345,WAFER001,DIE_149,-5,4,3,10,0,1.0109,1,-0.0335,0,100.7332,1
LOT12345,WAFER001,DIE_150,-1,-4,1,1,1,1.0218,1,0.2243,1,97.881599,1
LOT12345,WAFER001,DIE_151,0,4,1,1,1,1.0481,1,0.2978,1,98.028503,1
LOT12345,WAFER001,DIE_152,5,-3,1,1,1,1.0651,1,0.2235,1,98.414299,1
LOT12345,WAFER001,DIE_153,5,0,1,1,1,1.0468,1,0.1982,1,98.8927,1
LOT12345,WAFER001,DIE_154,-6,3,1,1,1,1.0141,1,0.3482,1,100.070503,1
LOT12345,WAFER001,DIE_155,6,2,3,10,0,1.029,1,-0.0107,0,99.775299,1
LOT12345,WAFER001,DIE_156,4,-5,3,10,0,1.0434,1,-0.0307,0,101.514999,1
LOT12345,WAFER001,DIE_157,-3,7,1,1,1,1.0341,1,0.2212,1,99.449898,1
LOT12345,WAFER001,DIE_158,-4,6,1,1,1,0.9809,1,0.1742,1,102.733704,1
LOT12345,WAFER001,DIE_159,4,0,1,1,1,1.0993,1,0.2375,1,101.153099,1
LOT12345,WAFER001,DIE_160,-6,-5,1,1,1,1.0593,1,0.4039,1,102.239098,1
LOT12345,WAFER001,DIE_161,-4,-3,2,10,0,0.9462,0,0.2022,1,96.787102,1
LOT12345,WAFER001,DIE_162,2,5,1,1,1,1.0561,1,0.2122,1,97.155502,1
LOT12345,WAFER001,DIE_163,-1,-5,1,1,1,1.0306,1,0.1959,1,103.374298,1
LOT12345,WAFER001,DIE_164,3,1,1,1,1,1.0764,1,0.2496,1,102.9599,1
LOT12345,WAFER001,DIE_165,3,3,1,1,1,1.0523,1,0.2069,1,103.046204,1
LOT12345,WAFER001,DIE_166,-2,-7,4,10,0,1.0662,1,0.1981,1,105.380699,0
LOT12345,WAFER001,DIE_167,2,-1,4,10,0,1.0237,1,0.1809,1,106.852402,0
LOT12345,WAFER001,DIE_168,-6,-2,1,1,1,1.1073,1,0.1801,1,101.1259,1
LOT12345,WAFER001,DIE_169,-1,-1,1,1,1,1.0305,1,0.2256,1,98.815201,1
LOT12345,WAFER001,DIE_170,-5,-6,1,1,1,1.0241,1,0.2524,1,98.338097,1
LOT12345,WAFER001,DIE_171,2,-5,1,1,1,1.0581,1,0.2475,1,99.522102,1
LOT12345,WAFER001,DIE_172,0,5,1,1,1,1.0228,1,0.2212,1,101.510803,1
LOT12345,WAFER001,DIE_173,-7,4,1,1,1,1.065,1,0.2011,1,100.1987,1
LOT12345,WAFER001,DIE_174,-3,0,1,1,1,1.0725,1,0.1665,1,101.0867,1
LOT12345,WAFER001,DIE_175,6,0,1,1,1,1.0301,1,0.2785,1,98.473503,1
LOT12345,WAFER001,DIE_176,-2,6,1,1,1,0.9959,1,0.1686,1,100.096199,1
LOT12345,WAFER001,DIE_177,-1,-6,1,1,1,1.0578,1,0.2048,1,101.277199,1
LOT12345,WAFER001,DIE_178,-6,2,1,1,1,1.0002,1,0.2467,1,97.578003,1
LOT12345,WAFER001,DIE_179,-1,0,1,1,1,1.0304,1,0.2524,1,98.279198,1
LOT12345,WAFER001,DIE_180,6,4,1,1,1,1.0385,1,0.3003,1,98.846199,1
LOT12345,WAFER001,DIE_181,7,-2,1,1,1,1.0751,1,0.1935,1,101.059601,1
LOT12345,WAFER001,DIE_182,-2,4,4,10,0,1.0932,1,0.1264,1,106.593803,0
LOT12345,WAFER001,DIE_183,6,3,1,1,1,1.0673,1,0.2398,1,100.742302,1
LOT12345,WAFER001,DIE_184,-5,2,1,1,1,1.0319,1,0.2543,1,99.688599,1
LOT12345,WAFER001,DIE_185,5,3,1,1,1,1.085,1,0.2627,1,100.675201,1
LOT12345,WAFER001,DIE_186,-2,5,1,1,1,1.0376,1,0.2256,1,99.134903,1
LOT12345,WAFER001,DIE_187,6,7,1,1,1,1.0618,1,0.229,1,100.579498,1
LOT12345,WAFER001,DIE_188,4,6,1,1,1,1.1123,1,0.2936,1,99.348,1
LOT12345,WAFER001,DIE_189,-5,3,1,1,1,1.086,1,0.2296,1,95.923798,1
LOT12345,WAFER001,DIE_190,-7,-6,1,1,1,1.0198,1,0.1565,1,99.296997,1
LOT12345,WAFER001,DIE_191,-3,4,1,1,1,1.0506,1,0.3338,1,100.6539,1
LOT12345,WAFER001,DIE_192,3,-7,1,1,1,1.0434,1,0.2915,1,95.577698,1
LOT12345,WAFER001,DIE_193,0,2,1,1,1,1.0571,1,0.2885,1,97.042801,1
LOT12345,WAFER001,DIE_194,-4,4,1,1,1,1.0843,1,0.2669,1,99.169403,1
LOT12345,WAFER001,DIE_195,0,-5,1,1,1,1.069,1,0.3635,1,100.363701,1
LOT12345,WAFER001,DIE_196,7,-5,4,10,0,1.0574,1,0.227,1,93.300301,0
LOT12345,WAFER001,DIE_197,4,7,1,1,1,1.0749,1,0.2072,1,100.143097,1
LOT12345,WAFER001,DIE_198,4,-6,1,1,1,1.0357,1,0.2739,1,100.667297,1
LOT12345,WAFER001,DIE_199,5,-4,1,1,1,1.0811,1,0.2245,1,99.460297,1
LOT12345,WAFER001,DIE_200,-4,-2,1,1,1,1.0206,1,0.2278,1,100.754601,1
LOT12345,WAFER001,DIE_201,2,1,1,1,1,1.0727,1,0.2039,1,101.739197,1
LOT12345,WAFER001,DIE_202,7,5,1,1,1,1.0907,1,0.2707,1,103.753601,1
LOT12345,WAFER001,DIE_203,3,-3,1,1,1,1.0268,1,0.1878,1,96.442596,1
LOT12345,WAFER001,DIE_204,1,2,1,1,1,1.0949,1,0.2827,1,99.888802,1
LOT12345,WAFER001,DIE_205,-4,7,1,1,1,1.0584,1,0.1937,1,104.891502,1
LOT12345,WAFER001,DIE_206,-4,3,1,1,1,1.0539,1,0.2555,1,101.4515,1
LOT12345,WAFER001,DIE_207,-6,1,1,1,1,1.0644,1,0.2612,1,98.419098,1
LOT12345,WAFER001,DIE_208,-7,0,1,1,1,1.0641,1,0.3441,1,102.690804,1
LOT12345,WAFER001,DIE_209,-7,1,1,1,1,1.0978,1,0.2244,1,98.020798,1
LOT12345,WAFER001,DIE_210,0,-4,1,1,1,1.0462,1,0.2528,1,102.1884,1
LOT12345,WAFER001,DIE_211,3,-6,1,1,1,0.9992,1,0.3265,1,99.683998,1
LOT12345,WAFER001,DIE_212,-6,0,1,1,1,1.0372,1,0.1994,1,96.6903,1
LOT12345,WAFER001,DIE_213,2,-3,1,1,1,1.0747,1,0.2537,1,97.420097,1
LOT12345,WAFER001,DIE_214,7,4,1,1,1,1.0111,1,0.2332,1,103.337997,1
LOT12345,WAFER001,DIE_215,4,1,1,1,1,1.0422,1,0.1748,1,99.508499,1
LOT12345,WAFER001,DIE_216,-6,4,1,1,1,1.0418,1,0.1152,1,99.891403,1
LOT12345,WAFER001,DIE_217,5,1,1,1,1,1.0431,1,0.2848,1,103.697899,1
LOT12345,WAFER001,DIE_218,-5,-2,1,1,1,1.0838,1,0.2366,1,97.786903,1
LOT12345,WAFER001,DIE_219,-4,5,1,1,1,1.1272,1,0.253,1,100.027901,1
LOT12345,WAFER001,DIE_220,-3,-5,1,1,1,1.0493,1,0.2599,1,99.711304,1
LOT12345,WAFER001,DIE_221,-3,3,1,1,1,1.0328,1,0.2227,1,99.934502,1
LOT12345,WAFER001,DIE_222,5,2,1,1,1,1.0337,1,0.2144,1,100.212898,1
LOT12345,WAFER001,DIE_223,-7,-1,4,10,0,1.0424,1,0.3252,1,94.698097,0
LOT12345,WAFER001,DIE_224,-6,6,4,10,0,1.0827,1,0.3123,1,90.853203,0
LOT12345,WAFER001,DIE_225,3,6,1,1,1,1.0397,1,0.2314,1,97.184998,1
